modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,song,fearful,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4605,221021,,12997,-25.961302,140.88014,-802.12036,216.71349,5003.041794,3403.638279,910.9010856,11694.68563,-1.343561061,0.41163067,0.5253023,0.33001056,0.005391866,1,-1.3945011,-0.058077633,-1.90E-06,0.009429783,-0.10656738,0.122802734,15.0768404,-0.766221665
audio-only,song,calm,normal,Kids are talking by the door,1st,1,M,1,2,48000,2,4371,209810,-38.15989823,6973,-29.048733,144.66682,-812.1123,207.36328,5408.669434,4324.454012,0,12240.2091,-1.548724773,0.415105729,0.50195754,0.33391196,0,1,-1.405856044,0.028982659,-2.06E-05,0.012368543,-0.05444336,0.0675354,3.246026898,0.262167535
audio-only,song,neutral,normal,Kids are talking by the door,2nd,15,M,1,2,48000,2,4238,203403,-36.64805793,11089,-24.409695,136.35437,-754.2542,219.66034,4137.857323,2856.442248,668.3783843,10759.18674,-1.307426362,0.429194525,0.50164956,0.3314465,0.003263273,1,-1.400182951,0.044547956,-2.19E-05,0.014710454,-0.13980103,0.1741333,14.48466727,-0.199459811
audio-only,speech,sad,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3704,177778,-41.30401653,7633,-30.5822,149.18495,-793.6374,230.35257,6780.322652,4440.367534,0,12209.93326,-1.698296704,-0.111158132,0.5618325,0.313972,0,1,-1.199476488,-0.28190006,5.63E-07,0.008611271,-0.09234619,0.10455322,19.78845526,1.083644765
audio-only,speech,disgust,strong,Kids are talking by the door,1st,15,M,1,2,48000,2,3704,177777,-36.81177588,10825,-22.930323,130.71713,-711.7336,215.42914,4826.723028,2817.42534,261.3108356,11747.25201,-1.171050122,0.246660486,0.55755705,0.30166247,0.003962091,1,-1.195623009,-0.130665581,-6.68E-05,0.014437129,-0.15072632,0.10836792,15.74997845,-1.432526943
audio-only,,sad,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3403,163363,,7847,-22.746157,134.37639,-692.63934,219.37283,4834.243991,3829.2348,72.93809615,14324.73494,-1.259569648,0.50020921,0.67255646,0.30046394,0.009175632,1,-0.73326492,-0.766070586,-0.000200973,0.014593124,-0.113098145,0.1260376,19.30501021,-1.015725088
audio-only,speech,disgust,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4304,206606,-33.67160321,17645,-27.508358,117.6334,-666.077,185.38214,5201.58154,2845.499813,952.1729773,12011.83896,-0.220260443,0.760162528,0.4613124,0.32095206,0.000362243,1,-1.210027102,0.26980505,2.78E-07,0.02072795,-0.1777649,0.20181274,14.35740409,0.523260485
audio-only,song,calm,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4504,216216,,10437,-24.919754,147.17923,-802.9391,227.31277,4347.687961,3236.830074,458.2768493,10343.39053,-1.521036285,0.286376972,0.4881945,0.32554615,0.000795648,1,-1.323925771,0.13391954,-2.47E-06,0.011403025,-0.071258545,0.073638916,6.21147526,-0.112348585
audio-only,song,neutral,normal,Kids are talking by the door,2nd,1,M,1,2,48000,2,4271,205004,-36.26038797,5749,-28.845259,139.50072,-779.6073,205.28033,5003.458481,4512.875802,0,12336.91128,-1.395479203,0.584135999,0.44897264,0.3653462,0,1,-1.524717366,0.207193754,-2.63E-05,0.015390537,-0.078948975,0.11361694,5.916682527,0.477540511
audio-only,song,calm,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4571,219419,,11487,-24.95963,142.02985,-800.38495,238.20706,3333.411048,2756.512103,522.4440789,10982.90165,-0.606995471,0.898736162,0.47974867,0.34363347,0.000644965,1,-1.441801362,0.152552635,7.91E-06,0.013045212,-0.08111572,0.094573975,5.653423651,-0.673595319
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,15,M,1,2,48000,2,3370,161761,,8199,-25.528042,153.04591,-836.47546,248.0575,4705.967957,2788.16849,927.542789,11521.8873,-1.268843913,0.296091502,0.56850463,0.3241983,0.000111045,1,-1.33518448,-0.211208831,4.17E-07,0.006623687,-0.07873535,0.051452637,15.43099397,-1.031435753
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,1,M,1,2,48000,2,3904,187387,-47.08163865,9995,-30.510765,161.30215,-902.1753,231.4545,6179.649959,4061.23406,1054.266736,12139.69593,-1.608568124,0.167100477,0.560988,0.29689422,0.014099065,1,-1.171996793,-0.15286886,1.18E-06,0.004453282,-0.030273438,0.035736084,7.778124828,0.338493751
audio-only,speech,sad,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3370,161762,,6605,-32.63136,167.94298,-880.5696,224.54718,7106.008406,4475.458474,0,12298.04241,-1.694802125,-0.252907127,0.60079277,0.29747447,0,1,-1.069609477,-0.366726315,9.20E-07,0.003945899,-0.030883789,0.037078857,11.67406297,0.686809276
audio-only,speech,disgust,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3670,176176,-41.84408122,11337,-24.799198,146.16904,-820.45056,249.22028,4583.721246,2717.623034,1020.089832,10405.17826,-1.276552593,0.283975072,0.50075626,0.30784336,0.00030864,1,-1.245863219,0.140134706,-4.01E-06,0.008106688,-0.08279419,0.073638916,12.95127291,-0.537217304
audio-only,song,calm,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4738,227427,,5701,-28.866388,145.69754,-810.1058,208.9737,4492.751533,4417.591471,0,12179.32814,-1.130245645,0.786995251,0.48426056,0.3580041,0,1,-1.524415981,0.077887603,1.13E-05,0.010908171,-0.05529785,0.05026245,2.978550202,-0.026184698
audio-only,song,angry,strong,Dogs are sitting by the door,1st,11,M,1,2,48000,2,3937,188988,-30.83720623,13327,-22.265154,120.077415,-688.9605,203.87527,4847.320009,2852.162182,951.9888494,11233.00632,-1.012042917,0.490104419,0.5113607,0.32607976,0.006303674,1,-1.37798729,-0.008790341,-4.86E-06,0.028743938,-0.24307251,0.22064209,8.330323106,-0.244695708
audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3837,184184,,13619,-25.597517,131.87868,-747.0339,195.02602,5681.043966,3441.022587,1189.533278,11750.92396,-1.509072039,0.20159633,0.53497326,0.3275519,0.002274022,1,-1.392897626,-0.108303283,-2.55E-06,0.012642311,-0.1303711,0.13192749,11.90131463,-0.667427052
audio-only,speech,happy,normal,Dogs are sitting by the door,2nd,11,M,1,2,48000,2,3237,155356,-42.70477386,10285,-27.622759,156.53098,-834.09906,197.30603,6468.045772,3476.858516,929.1501918,13368.05143,-1.462547696,-0.212876901,0.60905087,0.3051791,0.005022319,1,-1.12525986,-0.453091874,-3.32E-06,0.007344673,-0.06539917,0.056854248,11.3518962,-0.36330253
audio-only,speech,happy,normal,Dogs are sitting by the door,2nd,5,M,1,2,48000,2,3770,180981,-42.45505963,11440,-27.290758,145.70415,-782.0359,229.91217,5547.393175,3738.848284,922.2654375,12047.12597,-1.585960508,0.159419916,0.56122774,0.32115653,0.004374122,1,-1.33811264,-0.236876981,1.23E-06,0.007542624,-0.080200195,0.080444336,14.76410873,-0.424964761
audio-only,song,angry,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4504,216216,-30.13699526,14586,-22.588995,119.08929,-712.91656,220.00226,4943.890876,3474.970213,599.5990668,12185.15675,-1.234889244,0.545001034,0.49946603,0.3245731,0.007353393,1,-1.383070511,0.06818436,-4.60E-07,0.031128613,-0.23727417,0.28771973,8.241175174,0.045964379
audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3871,185786,-35.10054903,11409,-24.610374,131.7051,-745.10547,203.17255,4473.68551,2850.805363,891.136829,11185.07493,-1.074922706,0.407272828,0.48868534,0.3299502,0.001914076,1,-1.36941818,0.110289401,-3.38E-06,0.017596938,-0.11856079,0.10568237,6.932442336,-0.326913256
audio-only,song,calm,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4638,222623,-42.52567701,11967,-30.152544,147.73386,-838.233,211.02188,4504.830001,3630.682036,889.9215324,12116.91963,-1.166322241,0.596926291,0.43945274,0.33444583,0.00127517,1,-1.318049358,0.300120006,-7.32E-07,0.007490442,-0.04763794,0.03717041,4.590006292,-0.602934947
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,9,M,1,2,48000,2,3871,185786,,10879,-30.19586,167.31,-905.24115,234.50607,5346.506443,3193.084387,1101.133876,11087.75306,-1.586919062,0.100769271,0.5601103,0.28928873,0.001411315,1,-1.133385132,-0.11386683,-1.91E-06,0.002149897,-0.026123047,0.019592285,18.62133661,-0.769832804
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3570,171371,-45.85466928,14288,-28.597136,156.94412,-847.88007,247.46472,5634.730412,3306.379338,1011.924143,10508.57916,-1.702033969,-0.142026436,0.58925045,0.28517762,0.014341874,1,-1.092663915,-0.268546827,-1.39E-07,0.005098813,-0.05996704,0.07888794,42.05377621,0.789188244
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,9,M,1,2,48000,2,4171,200200,,8569,-31.50849,150.79636,-813.6093,219.40776,5507.188579,4258.683336,0,12203.43107,-1.657539754,0.267942048,0.49558952,0.34512705,0,1,-1.478254771,-0.031328044,-1.14E-06,0.006654855,-0.04147339,0.034698486,4.713711622,-0.530821016
audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4471,214614,-38.87482206,10681,-26.73665,138.4131,-782.4638,198.38318,5012.235674,3389.435285,1038.656386,11450.19044,-1.464735571,0.401909467,0.4924001,0.3433683,0.001917864,1,-1.476517536,0.052854892,-2.54E-06,0.011399032,-0.08319092,0.078948975,6.097261925,-0.364041406
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,21,M,1,2,48000,2,4404,211411,,12913,-25.439383,123.125336,-681.11505,208.60585,4822.626346,3786.84526,735.1813028,12329.96794,-1.475985344,0.367733571,0.4469674,0.34200752,0.000389842,1,-1.38135575,0.219460511,1.63E-06,0.029768202,-0.15551758,0.18222046,3.680959888,0.378788798
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,21,M,1,2,48000,2,4171,200200,-38.26779887,14472,-25.726833,143.30142,-800.7117,229.22005,5841.839667,3403.521522,1291.319718,11981.10045,-1.46879491,0.205098546,0.57901037,0.29755723,0.006305958,1,-1.213683759,-0.246713731,2.41E-07,0.012224603,-0.10852051,0.1965332,14.98169871,0.483739662
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4137,198599,-36.31224418,13075,-26.82414,139.19229,-762.86115,230.63034,5451.151505,3627.436237,795.8096036,12022.19713,-1.608488576,0.162150511,0.5361212,0.31805125,0.005277761,1,-1.328490031,-0.125596395,-8.87E-08,0.015296455,-0.12976074,0.1756897,10.65474977,-0.08436596
audio-only,speech,happy,strong,Dogs are sitting by the door,2nd,19,M,1,2,48000,2,4004,192192,-39.96508074,9514,-26.36769,145.71707,-800.8392,202.2645,5419.380683,3509.818996,812.7776527,12023.95979,-1.346115232,0.283521354,0.557046,0.3272233,0.003643971,1,-1.301286772,-0.277022072,6.66E-06,0.010058816,-0.065338135,0.0642395,6.428683068,-0.269984977
audio-only,song,calm,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4838,-1,-32.12858161,15194,-25.177988,126.284836,-721.7132,216.03824,4521.939634,3651.626451,764.8619682,12037.00409,-1.245287581,0.547715635,0.4287346,0.33319515,0.000863267,1,-1.241205189,0.355885291,9.63E-07,0.02476974,-0.12423706,0.124053955,2.508194266,0.102334899
audio-only,song,angry,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4571,219420,-33.99744373,12038,-25.703665,131.03337,-763.6359,215.43098,4806.846313,3343.38124,1060.523706,12024.03619,-1.239499533,0.542177176,0.49845624,0.3349249,0.003006507,1,-1.434670457,0.055081088,2.21E-06,0.019965444,-0.15020752,0.14559937,5.850945889,-0.244326941
audio-only,song,angry,strong,Kids are talking by the door,1st,19,M,1,2,48000,2,4705,225826,-29.481145,13121,-21.499975,117.69742,-701.08655,203.91388,3970.544279,2055.182009,933.9511839,10430.287,-0.298601569,0.767432175,0.46104366,0.31948167,0.007230137,1,-1.240273124,0.349312584,-1.15E-05,0.033598594,-0.31277466,0.35992432,9.744568537,0.005720532
audio-only,song,calm,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4972,238638,-33.3698922,16671,-25.83867,130.53719,-743.3286,235.59827,4149.01276,3731.858212,654.928622,14648.263,-0.923891205,0.78672249,0.41151366,0.33053473,0.00058895,1,-1.150566276,0.493470093,1.05E-06,0.021461783,-0.106048584,0.11349487,3.101830974,-0.022956146
audio-only,speech,happy,normal,Kids are talking by the door,2nd,19,M,1,2,48000,2,3704,177778,-43.947732,6987,-26.281836,150.46492,-824.3247,208.60008,4815.66339,3051.519024,917.1643545,12046.77275,-1.106177711,0.465209807,0.56669533,0.3274624,0.001504605,1,-1.328930995,-0.26096709,4.92E-07,0.006374789,-0.05001831,0.059783936,9.535004332,-0.340805497
audio-only,speech,sad,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4605,221021,,13331,-28.526766,157.4852,-853.5622,240.93091,6139.118645,4064.546589,909.1396024,12265.66568,-1.692654869,0.01401179,0.6112681,0.27435583,0.014979604,1,-0.972709574,-0.341054265,-6.05E-07,0.004420348,-0.031097412,0.045806885,14.05523314,0.323771725
audio-only,speech,disgust,normal,Kids are talking by the door,1st,21,M,1,2,48000,2,3804,182582,-36.81177588,9815,-25.866785,137.18982,-744.9852,231.2727,5964.480578,3922.74824,738.9367332,12038.24902,-1.588149893,0.156717597,0.5883287,0.28724116,0.012913276,1,-1.133062379,-0.257809767,1.74E-08,0.014460398,-0.17077637,0.18499756,21.06339585,0.739901713
audio-only,song,fearful,strong,Kids are talking by the door,2nd,19,M,1,2,48000,2,4304,206607,-31.25314984,12769,-24.470236,116.83988,-664.38916,193.05455,4810.388263,3108.063422,1141.467567,11594.025,-1.107116595,0.599989776,0.46799532,0.33489677,0.00073107,1,-1.371245906,0.201733227,9.93E-07,0.027382037,-0.2828369,0.29223633,10.28180435,-0.027009437
audio-only,speech,disgust,normal,Kids are talking by the door,1st,9,M,1,2,48000,2,3403,163363,-56.32959861,10327,-31.860018,171.71649,-922.9171,232.3414,5847.673495,3592.5073,0,12022.66355,-1.318875374,0.20033475,0.59159714,0.28023365,0,1,-1.066008816,-0.220130546,-4.09E-07,0.00152638,-0.022644043,0.022369385,37.27579696,-0.021900381
audio-only,speech,sad,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,3437,164964,-62.35019853,8605,-36.383682,189.12674,-973.3739,207.41885,7388.5046,3696.121989,0,12079.28879,-1.207742182,-0.365248369,0.64852923,0.26605335,0,1,-0.246776762,-0.68684015,1.34E-07,0.000787249,-0.012634277,0.011932373,55.83381232,-0.455829398
audio-only,song,calm,strong,Kids are talking by the door,1st,,M,1,2,48000,2,5439,261061,,11467,-31.616621,156.15901,-856.11285,209.05917,4240.547314,3860.538559,868.1895509,11994.24473,-1.253444377,0.700616779,0.41603193,0.33818093,0.000864127,1,-1.281828561,0.38484369,-5.96E-07,0.004798655,-0.031829834,0.022949219,3.508764328,-0.594568165
audio-only,song,happy,normal,Dogs are sitting by the door,2nd,15,M,1,2,48000,2,4171,200200,,11788,-24.184656,131.52367,-732.94666,231.44058,4567.332622,3078.700727,852.1790202,11149.35248,-1.320533602,0.37854828,0.5018702,0.32642984,0.006882416,1,-1.355673414,0.050680396,1.48E-07,0.02233156,-0.18670654,0.22235107,11.90317735,-0.334019877
audio-only,speech,surprised,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3270,156957,-32.6017743,11183,-26.854347,126.29912,-713.5633,210.49377,5384.293849,3463.19554,0,12048.46535,-0.765961491,0.668416538,0.5116475,0.30377063,0,1,-1.163258446,0.030539073,-1.27E-06,0.023443256,-0.20697021,0.24362183,13.80014929,0.088251703
audio-only,speech,fearful,strong,Dogs are sitting by the door,2nd,1,M,1,2,48000,2,3904,187388,,15263,-23.534935,106.23912,-623.2102,174.26898,4062.742234,1996.802184,1260.183169,10137.34729,1.177532508,1.276482444,0.43007696,0.3086191,0.001013947,1,-0.968759875,0.467928739,-7.07E-08,0.04286287,-0.36819458,0.49874878,13.99587009,0.341219534
audio-only,speech,angry,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3470,166567,-31.03324215,10514,-21.77764,123.33634,-679.0777,210.63478,5106.375044,3007.41409,1091.272893,11241.79807,-1.06743269,0.497470196,0.6196047,0.30439994,0.005810872,1,-1.151595931,-0.416888756,-3.04E-05,0.028085116,-0.3414917,0.33755493,22.81786601,-0.373334045
audio-only,speech,fearful,strong,Dogs are sitting by the door,2nd,15,M,1,2,48000,2,3504,168168,-29.86043128,11323,-22.969755,123.04488,-678.62744,183.1188,5408.196027,3058.918524,1159.306176,12020.72679,-0.841211177,0.520561236,0.55936813,0.3079986,0.004402057,1,-1.224804188,-0.176760418,0.000117091,0.03213823,-0.29867554,0.31674194,13.64038868,-0.208090586
audio-only,speech,angry,strong,Dogs are sitting by the door,1st,1,M,1,2,48000,2,4137,198598,-24.99849199,24455,-23.619806,104.46118,-635.46844,183.39816,5104.580592,2184.317711,873.5883018,11281.3322,-0.073334949,0.584597328,0.48772565,0.2936623,0.000828562,1,-1.010636519,0.197067454,6.25E-06,0.056247424,-0.6025696,0.49954224,13.20691108,0.073272054
audio-only,speech,surprised,strong,Kids are talking by the door,1st,17,M,1,2,48000,2,3537,169770,,8451,-21.619726,124.79398,-700.24243,182.43423,4921.072753,2146.424336,1100.408835,10514.18731,-1.02129649,0.057842337,0.63373905,0.32064712,0.000767347,1,-1.008616153,-0.586199776,0.000232732,0.022443794,-0.18307495,0.14349365,9.720154956,-1.111741655
audio-only,song,happy,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4504,216216,-33.69722533,9295,-27.480392,128.51639,-716.854,197.80441,4799.265619,3884.695219,0,12071.59583,-1.352650625,0.503398812,0.40829706,0.3433093,0,1,-1.257830235,0.411566773,-6.94E-07,0.020661972,-0.12564087,0.18481445,6.070765978,0.389606484
audio-only,song,sad,normal,Dogs are sitting by the door,2nd,11,M,1,2,48000,2,4805,230630,-37.96899188,11527,-25.766144,138.99023,-795.17834,201.44421,4143.357136,3060.810336,775.6724549,11068.37074,-0.89347081,0.741536201,0.42703208,0.3301114,0.000884602,1,-1.213255741,0.384690518,-3.88E-07,0.012639369,-0.077056885,0.06399536,3.888885509,-0.427434351
audio-only,speech,calm,strong,Dogs are sitting by the door,1st,11,M,1,2,48000,2,3770,180981,-54.602402,8180,-27.278128,171.90953,-971.1,170.94725,5926.823318,3153.539721,1455.745004,11323.40744,-1.579805684,0.04182116,0.6616284,0.2822861,0.016713431,1,-0.889224605,-0.592819155,5.54E-07,0.001861687,-0.016723633,0.017181396,5.932955805,-0.525529631
audio-only,speech,calm,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4771,229029,-56.68417395,14206,-31.862999,179.52222,-1010.00684,204.55853,5785.466093,3756.102214,0,11955.88649,-1.40737297,0.222429163,0.5873319,0.3056681,0,1,-1.112327345,-0.352375571,-3.15E-06,0.00148573,-0.015045166,0.010650635,18.85403889,-2.356526029
audio-only,song,sad,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,5038,241842,,11481,-25.659674,140.7358,-799.00055,218.67294,3916.109332,3312.445047,813.5479414,11534.29162,-0.755693638,0.847867574,0.4415743,0.34995428,0.001107101,1,-1.43512195,0.322745378,-3.40E-06,0.009622338,-0.070495605,0.06326294,5.11351429,-0.577503136
audio-only,,sad,strong,Kids are talking by the door,2nd,5,M,1,2,48000,2,4271,205005,-46.11869841,9249,-28.381874,157.02853,-866.0919,232.81526,4573.394224,3430.302892,857.948161,11758.36826,-1.276039821,0.505743795,0.5097633,0.34213153,0.002007298,1,-1.483562718,0.01429253,-4.87E-06,0.00496017,-0.03857422,0.030029297,6.349919897,-0.487665625
audio-only,speech,neutral,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,3103,148949,-47.57458736,8494,-27.927605,167.68697,-891.05975,212.90515,6174.15558,3497.049243,904.0992802,12206.6531,-1.492980557,-0.211720413,0.6480349,0.29657674,0.007711317,1,-0.821737069,-0.63973986,-2.07E-06,0.004190651,-0.030853271,0.030639648,8.814110891,-0.550465069
audio-only,speech,calm,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4037,193793,-54.74597369,10836,-30.549511,175.23811,-932.14197,241.48221,6004.931635,3977.619553,1002.734961,11992.2761,-1.675407657,0.123130493,0.61060274,0.2954422,0.012849778,1,-1.102720548,-0.396942435,2.62E-06,0.001853161,-0.019683838,0.026550293,24.35933713,-0.688970868
audio-only,,neutral,normal,Kids are talking by the door,2nd,5,M,1,2,48000,2,3637,174575,,11036,-30.420347,175.45976,-937.0258,243.21313,6329.102202,3851.824568,973.5072496,11952.98205,-1.694770008,-0.077865545,0.55203456,0.2585512,0.010799138,1,-0.781333155,0.086108693,5.39E-06,0.002220216,-0.0317688,0.037872314,38.89173624,0.072981275
audio-only,speech,calm,normal,Kids are talking by the door,1st,11,M,1,2,48000,2,3270,156956,-55.34523816,8148,-27.939386,175.01703,-963.5797,184.19366,6130.295427,3298.344416,1216.77643,13666.85796,-1.371906178,0.063365579,0.69471157,0.25731376,0.01763003,1,-0.559473676,-0.719104197,-7.26E-06,0.001736686,-0.015228272,0.015441895,11.82234599,-1.010724707
audio-only,song,sad,strong,Kids are talking by the door,2nd,11,M,1,2,48000,2,4771,229029,-34.76046225,10302,-24.08879,131.97472,-741.7515,208.0784,3842.619774,2928.479909,786.0666471,10892.8523,-0.841110156,0.749679424,0.4683956,0.34512702,0.001147393,1,-1.430969829,0.16461928,-2.41E-06,0.018289004,-0.12161255,0.15167236,7.452061269,-0.030195462
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3370,161762,-38.96847138,11911,-25.965092,135.21852,-748.8869,192.70923,5529.919079,2652.18239,916.510586,11302.86741,-1.04431885,0.079696505,0.58221734,0.31229684,0.00046757,1,-1.124247095,-0.339115245,4.57E-06,0.011278055,-0.08984375,0.07797241,11.03126006,-1.1268129
audio-only,song,happy,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,4805,230630,,9409,-25.952097,122.669014,-709.15845,190.6936,5185.888213,3960.407046,0,12175.94983,-1.250788739,0.592829394,0.45655763,0.3413275,0,1,-1.391571585,0.239118343,1.96E-07,0.028401779,-0.20239258,0.21325684,5.436881253,0.282274067
audio-only,speech,fearful,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,3303,158559,-39.13482729,8673,-23.48993,141.35022,-777.10474,216.43973,4922.555654,2737.019946,515.9047402,10479.31774,-1.162530076,0.30175148,0.58955574,0.29819953,0.004251304,1,-1.16866426,-0.238667064,2.48E-06,0.011060561,-0.12799072,0.11260986,15.73306387,-0.066527055
audio-only,speech,angry,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3871,185786,-36.45206031,12811,-27.025702,134.34146,-735.57526,205.77478,6134.619098,3987.077397,0,12097.662,-1.511965428,0.115226118,0.521444,0.31179735,0,1,-1.193453068,-0.094205341,1.58E-05,0.015064563,-0.14974976,0.18096924,16.53642553,0.554771963
audio-only,speech,fearful,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,3637,174575,,10497,-29.805954,146.14024,-793.6102,218.00525,5983.587592,3474.473852,834.3331424,11996.36076,-1.541850729,-0.070212146,0.5075655,0.29206422,0.003199189,1,-1.036246232,0.102202156,4.51E-07,0.009289662,-0.05154419,0.058624268,6.912077323,0.341313261
audio-only,speech,angry,normal,Kids are talking by the door,1st,15,M,1,2,48000,2,3637,174575,,10460,-23.499882,133.20137,-715.4703,219.58832,5206.340261,2887.841886,1056.559936,11383.46392,-1.27083703,0.118180019,0.5732652,0.30384725,0.007243946,1,-1.229713202,-0.211904565,0.00012232,0.016896227,-0.22817993,0.25134277,33.82165174,-0.380753584
audio-only,song,happy,strong,Kids are talking by the door,2nd,15,M,1,2,48000,2,4104,196997,-31.40948053,11578,-23.136358,124.84062,-701.097,212.15858,4408.814391,3024.023558,902.9376138,11055.40849,-1.119595566,0.572637199,0.48835793,0.32879484,0.006401561,1,-1.361445853,0.124584831,2.25E-05,0.026901789,-0.25,0.25323486,14.39029832,-0.319419163
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,3,M,1,2,48000,2,3203,153754,-39.78221315,11205,-29.760956,143.612,-779.3749,215.99046,5981.762017,3902.188437,0,12168.85612,-1.355055903,0.148351889,0.5197234,0.31782395,0,1,-1.216962318,-0.1048624,1.46E-07,0.010264782,-0.09512329,0.10562134,13.55307307,-0.122438083
audio-only,song,happy,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4571,219419,-29.8686839,9293,-25.806707,125.0008,-698.0479,231.46059,4393.931674,3640.023653,563.5350836,12072.84574,-1.248197247,0.597305211,0.41817752,0.33630282,0.001213651,1,-1.253606998,0.403311667,1.27E-06,0.032114338,-0.16366577,0.15957642,3.899882623,0.278066932
audio-only,song,sad,normal,Kids are talking by the door,2nd,19,M,1,2,48000,2,4671,224224,,12283,-27.564234,148.90205,-854.45154,211.4995,4817.690007,3497.796506,883.5858022,11655.19445,-1.415037749,0.428552886,0.47358674,0.3284476,0.001685642,1,-1.328173731,0.168702826,-7.95E-06,0.008074266,-0.052459717,0.03656006,5.084113844,-0.851153812
audio-only,speech,angry,strong,Kids are talking by the door,1st,21,M,1,2,48000,2,4371,209810,,16815,-19.216139,93.42686,-524.6259,215.96774,4652.65425,2664.243963,1134.701771,12038.39819,0.297543753,0.948969509,0.4455767,0.32052246,0.000380122,1,-1.21183763,0.324457068,1.18E-07,0.10414492,-0.85461426,0.9747009,11.38410365,0.215432853
audio-only,speech,calm,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4471,214615,,10022,-27.688637,161.2559,-887.6825,202.23488,5037.903824,3720.394187,746.7415282,12193.68696,-1.298062987,0.486334826,0.52547014,0.32989737,0.000327972,1,-1.417209329,-0.068595702,-6.13E-06,0.003873623,-0.024230957,0.019897461,5.903983332,-1.075599342
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3837,184184,-30.82798064,13497,-24.526085,123.937004,-689.53577,250.57695,5151.83781,2953.110569,1075.922404,12017.75346,-0.71643725,0.55981538,0.5203499,0.30249375,0.004282089,1,-1.225912441,0.054055049,5.25E-07,0.02875691,-0.25369263,0.3479309,16.95596009,0.723962892
audio-only,,surprised,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3337,160160,-29.25511986,9101,-28.771286,122.75541,-659.7626,205.38557,5943.736042,4111.82692,0,12292.01064,-1.405270006,0.126360009,0.49680287,0.34506363,0,1,-1.366330081,-0.116991935,1.86E-07,0.034459084,-0.32034302,0.3939209,14.22989906,0.545288432
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,9,M,1,2,48000,2,3270,156957,-51.72062018,12679,-29.748133,164.72589,-906.0648,196.94513,6532.922418,3021.41357,1607.003491,11906.94077,-1.289064133,-0.036557265,0.5887785,0.27954018,0.022958761,1,-1.133388488,-0.185368586,8.67E-07,0.002605894,-0.027160645,0.024658203,16.50168292,0.327872624
